codepoints_hex,emoji,description
1F468 1F3FD,👨🏽,man: medium skin tone
1F468 1F3FE,👨🏾,man: medium-dark skin tone
1F468 1F3FF,👨🏿,man: dark skin tone
1F9D4,🧔,person: beard
1F9D4 1F3FB,🧔🏻,"person: light skin tone, beard"
1F9D4 1F3FC,🧔🏼,"person: medium-light skin tone, beard"
1F9D4 1F3FD,🧔🏽,"person: medium skin tone, beard"
1F9D4 1F3FE,🧔🏾,"person: medium-dark skin tone, beard"
1F9D4 1F3FF,🧔🏿,"person: dark skin tone, beard"
1F9D4 200D 2642 FE0F,🧔‍♂️,man: beard
1F9D4 200D 2642,🧔‍♂,man: beard
1F9D4 1F3FB 200D 2642 FE0F,🧔🏻‍♂️,"man: light skin tone, beard"
1F9D4 1F3FB 200D 2642,🧔🏻‍♂,"man: light skin tone, beard"
1F9D4 1F3FC 200D 2642 FE0F,🧔🏼‍♂️,"man: medium-light skin tone, beard"
1F9D4 1F3FC 200D 2642,🧔🏼‍♂,"man: medium-light skin tone, beard"
1F9D4 1F3FD 200D 2642 FE0F,🧔🏽‍♂️,"man: medium skin tone, beard"
1F9D4 1F3FD 200D 2642,🧔🏽‍♂,"man: medium skin tone, beard"
1F9D4 1F3FE 200D 2642 FE0F,🧔🏾‍♂️,"man: medium-dark skin tone, beard"
1F9D4 1F3FE 200D 2642,🧔🏾‍♂,"man: medium-dark skin tone, beard"
1F9D4 1F3FF 200D 2642 FE0F,🧔🏿‍♂️,"man: dark skin tone, beard"
1F9D4 1F3FF 200D 2642,🧔🏿‍♂,"man: dark skin tone, beard"
1F9D4 200D 2640 FE0F,🧔‍♀️,woman: beard
1F9D4 200D 2640,🧔‍♀,woman: beard
1F9D4 1F3FB 200D 2640 FE0F,🧔🏻‍♀️,"woman: light skin tone, beard"
1F9D4 1F3FB 200D 2640,🧔🏻‍♀,"woman: light skin tone, beard"
1F9D4 1F3FC 200D 2640 FE0F,🧔🏼‍♀️,"woman: medium-light skin tone, beard"
1F9D4 1F3FC 200D 2640,🧔🏼‍♀,"woman: medium-light skin tone, beard"
1F9D4 1F3FD 200D 2640 FE0F,🧔🏽‍♀️,"woman: medium skin tone, beard"
1F9D4 1F3FD 200D 2640,🧔🏽‍♀,"woman: medium skin tone, beard"
1F9D4 1F3FE 200D 2640 FE0F,🧔🏾‍♀️,"woman: medium-dark skin tone, beard"
1F9D4 1F3FE 200D 2640,🧔🏾‍♀,"woman: medium-dark skin tone, beard"
1F9D4 1F3FF 200D 2640 FE0F,🧔🏿‍♀️,"woman: dark skin tone, beard"
1F9D4 1F3FF 200D 2640,🧔🏿‍♀,"woman: dark skin tone, beard"
1F468 200D 1F9B0,👨‍🦰,man: red hair
1F468 1F3FB 200D 1F9B0,👨🏻‍🦰,"man: light skin tone, red hair"
1F468 1F3FC 200D 1F9B0,👨🏼‍🦰,"man: medium-light skin tone, red hair"
1F468 1F3FD 200D 1F9B0,👨🏽‍🦰,"man: medium skin tone, red hair"
1F468 1F3FE 200D 1F9B0,👨🏾‍🦰,"man: medium-dark skin tone, red hair"
1F468 1F3FF 200D 1F9B0,👨🏿‍🦰,"man: dark skin tone, red hair"
1F468 200D 1F9B1,👨‍🦱,man: curly hair
1F468 1F3FB 200D 1F9B1,👨🏻‍🦱,"man: light skin tone, curly hair"
1F468 1F3FC 200D 1F9B1,👨🏼‍🦱,"man: medium-light skin tone, curly hair"
1F468 1F3FD 200D 1F9B1,👨🏽‍🦱,"man: medium skin tone, curly hair"
1F468 1F3FE 200D 1F9B1,👨🏾‍🦱,"man: medium-dark skin tone, curly hair"
1F468 1F3FF 200D 1F9B1,👨🏿‍🦱,"man: dark skin tone, curly hair"
1F468 200D 1F9B3,👨‍🦳,man: white hair
1F468 1F3FB 200D 1F9B3,👨🏻‍🦳,"man: light skin tone, white hair"
1F468 1F3FC 200D 1F9B3,👨🏼‍🦳,"man: medium-light skin tone, white hair"
1F468 1F3FD 200D 1F9B3,👨🏽‍🦳,"man: medium skin tone, white hair"
1F468 1F3FE 200D 1F9B3,👨🏾‍🦳,"man: medium-dark skin tone, white hair"
1F468 1F3FF 200D 1F9B3,👨🏿‍🦳,"man: dark skin tone, white hair"
1F468 200D 1F9B2,👨‍🦲,man: bald
1F468 1F3FB 200D 1F9B2,👨🏻‍🦲,"man: light skin tone, bald"
1F468 1F3FC 200D 1F9B2,👨🏼‍🦲,"man: medium-light skin tone, bald"
1F468 1F3FD 200D 1F9B2,👨🏽‍🦲,"man: medium skin tone, bald"
1F468 1F3FE 200D 1F9B2,👨🏾‍🦲,"man: medium-dark skin tone, bald"
1F468 1F3FF 200D 1F9B2,👨🏿‍🦲,"man: dark skin tone, bald"
1F469,👩,woman
1F469 1F3FB,👩🏻,woman: light skin tone
1F469 1F3FC,👩🏼,woman: medium-light skin tone
1F469 1F3FD,👩🏽,woman: medium skin tone
1F469 1F3FE,👩🏾,woman: medium-dark skin tone
1F469 1F3FF,👩🏿,woman: dark skin tone
1F469 200D 1F9B0,👩‍🦰,woman: red hair
1F469 1F3FB 200D 1F9B0,👩🏻‍🦰,"woman: light skin tone, red hair"
1F469 1F3FC 200D 1F9B0,👩🏼‍🦰,"woman: medium-light skin tone, red hair"
1F469 1F3FD 200D 1F9B0,👩🏽‍🦰,"woman: medium skin tone, red hair"
1F469 1F3FE 200D 1F9B0,👩🏾‍🦰,"woman: medium-dark skin tone, red hair"
1F469 1F3FF 200D 1F9B0,👩🏿‍🦰,"woman: dark skin tone, red hair"
1F9D1 200D 1F9B0,🧑‍🦰,person: red hair
1F9D1 1F3FB 200D 1F9B0,🧑🏻‍🦰,"person: light skin tone, red hair"
1F9D1 1F3FC 200D 1F9B0,🧑🏼‍🦰,"person: medium-light skin tone, red hair"
1F9D1 1F3FD 200D 1F9B0,🧑🏽‍🦰,"person: medium skin tone, red hair"
1F9D1 1F3FE 200D 1F9B0,🧑🏾‍🦰,"person: medium-dark skin tone, red hair"
1F9D1 1F3FF 200D 1F9B0,🧑🏿‍🦰,"person: dark skin tone, red hair"
1F469 200D 1F9B1,👩‍🦱,woman: curly hair
1F469 1F3FB 200D 1F9B1,👩🏻‍🦱,"woman: light skin tone, curly hair"
1F469 1F3FC 200D 1F9B1,👩🏼‍🦱,"woman: medium-light skin tone, curly hair"
1F469 1F3FD 200D 1F9B1,👩🏽‍🦱,"woman: medium skin tone, curly hair"
1F469 1F3FE 200D 1F9B1,👩🏾‍🦱,"woman: medium-dark skin tone, curly hair"
1F469 1F3FF 200D 1F9B1,👩🏿‍🦱,"woman: dark skin tone, curly hair"
1F9D1 200D 1F9B1,🧑‍🦱,person: curly hair
1F9D1 1F3FB 200D 1F9B1,🧑🏻‍🦱,"person: light skin tone, curly hair"
1F9D1 1F3FC 200D 1F9B1,🧑🏼‍🦱,"person: medium-light skin tone, curly hair"
1F9D1 1F3FD 200D 1F9B1,🧑🏽‍🦱,"person: medium skin tone, curly hair"
1F9D1 1F3FE 200D 1F9B1,🧑🏾‍🦱,"person: medium-dark skin tone, curly hair"
1F9D1 1F3FF 200D 1F9B1,🧑🏿‍🦱,"person: dark skin tone, curly hair"
1F469 200D 1F9B3,👩‍🦳,woman: white hair
1F469 1F3FB 200D 1F9B3,👩🏻‍🦳,"woman: light skin tone, white hair"
1F469 1F3FC 200D 1F9B3,👩🏼‍🦳,"woman: medium-light skin tone, white hair"
1F469 1F3FD 200D 1F9B3,👩🏽‍🦳,"woman: medium skin tone, white hair"
1F469 1F3FE 200D 1F9B3,👩🏾‍🦳,"woman: medium-dark skin tone, white hair"
1F469 1F3FF 200D 1F9B3,👩🏿‍🦳,"woman: dark skin tone, white hair"
1F9D1 200D 1F9B3,🧑‍🦳,person: white hair
1F9D1 1F3FB 200D 1F9B3,🧑🏻‍🦳,"person: light skin tone, white hair"
1F9D1 1F3FC 200D 1F9B3,🧑🏼‍🦳,"person: medium-light skin tone, white hair"
1F9D1 1F3FD 200D 1F9B3,🧑🏽‍🦳,"person: medium skin tone, white hair"
1F9D1 1F3FE 200D 1F9B3,🧑🏾‍🦳,"person: medium-dark skin tone, white hair"
1F9D1 1F3FF 200D 1F9B3,🧑🏿‍🦳,"person: dark skin tone, white hair"
1F469 200D 1F9B2,👩‍🦲,woman: bald
1F469 1F3FB 200D 1F9B2,👩🏻‍🦲,"woman: light skin tone, bald"
1F469 1F3FC 200D 1F9B2,👩🏼‍🦲,"woman: medium-light skin tone, bald"
1F469 1F3FD 200D 1F9B2,👩🏽‍🦲,"woman: medium skin tone, bald"
1F469 1F3FE 200D 1F9B2,👩🏾‍🦲,"woman: medium-dark skin tone, bald"
1F469 1F3FF 200D 1F9B2,👩🏿‍🦲,"woman: dark skin tone, bald"
1F9D1 200D 1F9B2,🧑‍🦲,person: bald
1F9D1 1F3FB 200D 1F9B2,🧑🏻‍🦲,"person: light skin tone, bald"
1F9D1 1F3FC 200D 1F9B2,🧑🏼‍🦲,"person: medium-light skin tone, bald"
1F9D1 1F3FD 200D 1F9B2,🧑🏽‍🦲,"person: medium skin tone, bald"
1F9D1 1F3FE 200D 1F9B2,🧑🏾‍🦲,"person: medium-dark skin tone, bald"
1F9D1 1F3FF 200D 1F9B2,🧑🏿‍🦲,"person: dark skin tone, bald"
1F471 200D 2640 FE0F,👱‍♀️,woman: blond hair
1F471 200D 2640,👱‍♀,woman: blond hair
1F471 1F3FB 200D 2640 FE0F,👱🏻‍♀️,"woman: light skin tone, blond hair"
1F471 1F3FB 200D 2640,👱🏻‍♀,"woman: light skin tone, blond hair"
1F471 1F3FC 200D 2640 FE0F,👱🏼‍♀️,"woman: medium-light skin tone, blond hair"
1F471 1F3FC 200D 2640,👱🏼‍♀,"woman: medium-light skin tone, blond hair"
1F471 1F3FD 200D 2640 FE0F,👱🏽‍♀️,"woman: medium skin tone, blond hair"
1F471 1F3FD 200D 2640,👱🏽‍♀,"woman: medium skin tone, blond hair"
1F471 1F3FE 200D 2640 FE0F,👱🏾‍♀️,"woman: medium-dark skin tone, blond hair"
1F471 1F3FE 200D 2640,👱🏾‍♀,"woman: medium-dark skin tone, blond hair"
1F471 1F3FF 200D 2640 FE0F,👱🏿‍♀️,"woman: dark skin tone, blond hair"
1F471 1F3FF 200D 2640,👱🏿‍♀,"woman: dark skin tone, blond hair"
1F471 200D 2642 FE0F,👱‍♂️,man: blond hair
1F471 200D 2642,👱‍♂,man: blond hair
1F471 1F3FB 200D 2642 FE0F,👱🏻‍♂️,"man: light skin tone, blond hair"
1F471 1F3FB 200D 2642,👱🏻‍♂,"man: light skin tone, blond hair"
1F471 1F3FC 200D 2642 FE0F,👱🏼‍♂️,"man: medium-light skin tone, blond hair"
1F471 1F3FC 200D 2642,👱🏼‍♂,"man: medium-light skin tone, blond hair"
1F471 1F3FD 200D 2642 FE0F,👱🏽‍♂️,"man: medium skin tone, blond hair"
1F471 1F3FD 200D 2642,👱🏽‍♂,"man: medium skin tone, blond hair"
1F471 1F3FE 200D 2642 FE0F,👱🏾‍♂️,"man: medium-dark skin tone, blond hair"
1F471 1F3FE 200D 2642,👱🏾‍♂,"man: medium-dark skin tone, blond hair"
1F471 1F3FF 200D 2642 FE0F,👱🏿‍♂️,"man: dark skin tone, blond hair"
1F471 1F3FF 200D 2642,👱🏿‍♂,"man: dark skin tone, blond hair"
1F9D3,🧓,older person
1F9D3 1F3FB,🧓🏻,older person: light skin tone
1F9D3 1F3FC,🧓🏼,older person: medium-light skin tone
1F9D3 1F3FD,🧓🏽,older person: medium skin tone
1F9D3 1F3FE,🧓🏾,older person: medium-dark skin tone
1F9D3 1F3FF,🧓🏿,older person: dark skin tone
1F474,👴,old man
1F474 1F3FB,👴🏻,old man: light skin tone
1F474 1F3FC,👴🏼,old man: medium-light skin tone
1F474 1F3FD,👴🏽,old man: medium skin tone
1F474 1F3FE,👴🏾,old man: medium-dark skin tone
1F474 1F3FF,👴🏿,old man: dark skin tone
1F475,👵,old woman
1F475 1F3FB,👵🏻,old woman: light skin tone
1F475 1F3FC,👵🏼,old woman: medium-light skin tone
1F475 1F3FD,👵🏽,old woman: medium skin tone
1F475 1F3FE,👵🏾,old woman: medium-dark skin tone
1F475 1F3FF,👵🏿,old woman: dark skin tone
1F64D,🙍,person frowning
1F64D 1F3FB,🙍🏻,person frowning: light skin tone
1F64D 1F3FC,🙍🏼,person frowning: medium-light skin tone
1F64D 1F3FD,🙍🏽,person frowning: medium skin tone
1F64D 1F3FE,🙍🏾,person frowning: medium-dark skin tone
1F64D 1F3FF,🙍🏿,person frowning: dark skin tone
1F64D 200D 2642 FE0F,🙍‍♂️,man frowning
1F64D 200D 2642,🙍‍♂,man frowning
1F64D 1F3FB 200D 2642 FE0F,🙍🏻‍♂️,man frowning: light skin tone
1F64D 1F3FB 200D 2642,🙍🏻‍♂,man frowning: light skin tone
1F64D 1F3FC 200D 2642 FE0F,🙍🏼‍♂️,man frowning: medium-light skin tone
1F64D 1F3FC 200D 2642,🙍🏼‍♂,man frowning: medium-light skin tone
1F64D 1F3FD 200D 2642 FE0F,🙍🏽‍♂️,man frowning: medium skin tone
1F64D 1F3FD 200D 2642,🙍🏽‍♂,man frowning: medium skin tone
1F64D 1F3FE 200D 2642 FE0F,🙍🏾‍♂️,man frowning: medium-dark skin tone
1F64D 1F3FE 200D 2642,🙍🏾‍♂,man frowning: medium-dark skin tone
1F64D 1F3FF 200D 2642 FE0F,🙍🏿‍♂️,man frowning: dark skin tone
1F64D 1F3FF 200D 2642,🙍🏿‍♂,man frowning: dark skin tone
1F64D 200D 2640 FE0F,🙍‍♀️,woman frowning
1F64D 200D 2640,🙍‍♀,woman frowning
1F64D 1F3FB 200D 2640 FE0F,🙍🏻‍♀️,woman frowning: light skin tone
1F64D 1F3FB 200D 2640,🙍🏻‍♀,woman frowning: light skin tone
1F64D 1F3FC 200D 2640 FE0F,🙍🏼‍♀️,woman frowning: medium-light skin tone
1F64D 1F3FC 200D 2640,🙍🏼‍♀,woman frowning: medium-light skin tone
1F64D 1F3FD 200D 2640 FE0F,🙍🏽‍♀️,woman frowning: medium skin tone
1F64D 1F3FD 200D 2640,🙍🏽‍♀,woman frowning: medium skin tone
1F64D 1F3FE 200D 2640 FE0F,🙍🏾‍♀️,woman frowning: medium-dark skin tone
1F64D 1F3FE 200D 2640,🙍🏾‍♀,woman frowning: medium-dark skin tone
1F64D 1F3FF 200D 2640 FE0F,🙍🏿‍♀️,woman frowning: dark skin tone
1F64D 1F3FF 200D 2640,🙍🏿‍♀,woman frowning: dark skin tone
1F64E,🙎,person pouting
1F64E 1F3FB,🙎🏻,person pouting: light skin tone
1F64E 1F3FC,🙎🏼,person pouting: medium-light skin tone
1F64E 1F3FD,🙎🏽,person pouting: medium skin tone
1F64E 1F3FE,🙎🏾,person pouting: medium-dark skin tone
1F64E 1F3FF,🙎🏿,person pouting: dark skin tone
1F64E 200D 2642 FE0F,🙎‍♂️,man pouting
1F64E 200D 2642,🙎‍♂,man pouting
1F64E 1F3FB 200D 2642 FE0F,🙎🏻‍♂️,man pouting: light skin tone
1F64E 1F3FB 200D 2642,🙎🏻‍♂,man pouting: light skin tone
1F64E 1F3FC 200D 2642 FE0F,🙎🏼‍♂️,man pouting: medium-light skin tone
1F64E 1F3FC 200D 2642,🙎🏼‍♂,man pouting: medium-light skin tone
1F64E 1F3FD 200D 2642 FE0F,🙎🏽‍♂️,man pouting: medium skin tone
1F64E 1F3FD 200D 2642,🙎🏽‍♂,man pouting: medium skin tone
1F64E 1F3FE 200D 2642 FE0F,🙎🏾‍♂️,man pouting: medium-dark skin tone
1F64E 1F3FE 200D 2642,🙎🏾‍♂,man pouting: medium-dark skin tone
1F64E 1F3FF 200D 2642 FE0F,🙎🏿‍♂️,man pouting: dark skin tone
1F64E 1F3FF 200D 2642,🙎🏿‍♂,man pouting: dark skin tone
1F64E 200D 2640 FE0F,🙎‍♀️,woman pouting
1F64E 200D 2640,🙎‍♀,woman pouting
1F64E 1F3FB 200D 2640 FE0F,🙎🏻‍♀️,woman pouting: light skin tone
1F64E 1F3FB 200D 2640,🙎🏻‍♀,woman pouting: light skin tone
1F64E 1F3FC 200D 2640 FE0F,🙎🏼‍♀️,woman pouting: medium-light skin tone
1F64E 1F3FC 200D 2640,🙎🏼‍♀,woman pouting: medium-light skin tone
1F64E 1F3FD 200D 2640 FE0F,🙎🏽‍♀️,woman pouting: medium skin tone
1F64E 1F3FD 200D 2640,🙎🏽‍♀,woman pouting: medium skin tone
1F64E 1F3FE 200D 2640 FE0F,🙎🏾‍♀️,woman pouting: medium-dark skin tone
1F64E 1F3FE 200D 2640,🙎🏾‍♀,woman pouting: medium-dark skin tone
1F64E 1F3FF 200D 2640 FE0F,🙎🏿‍♀️,woman pouting: dark skin tone
1F64E 1F3FF 200D 2640,🙎🏿‍♀,woman pouting: dark skin tone
1F645,🙅,person gesturing NO
1F645 1F3FB,🙅🏻,person gesturing NO: light skin tone
1F645 1F3FC,🙅🏼,person gesturing NO: medium-light skin tone
1F645 1F3FD,🙅🏽,person gesturing NO: medium skin tone
1F645 1F3FE,🙅🏾,person gesturing NO: medium-dark skin tone
1F645 1F3FF,🙅🏿,person gesturing NO: dark skin tone
1F645 200D 2642 FE0F,🙅‍♂️,man gesturing NO
1F645 200D 2642,🙅‍♂,man gesturing NO
1F645 1F3FB 200D 2642 FE0F,🙅🏻‍♂️,man gesturing NO: light skin tone
1F645 1F3FB 200D 2642,🙅🏻‍♂,man gesturing NO: light skin tone
1F645 1F3FC 200D 2642 FE0F,🙅🏼‍♂️,man gesturing NO: medium-light skin tone
1F645 1F3FC 200D 2642,🙅🏼‍♂,man gesturing NO: medium-light skin tone
1F645 1F3FD 200D 2642 FE0F,🙅🏽‍♂️,man gesturing NO: medium skin tone
1F645 1F3FD 200D 2642,🙅🏽‍♂,man gesturing NO: medium skin tone
1F645 1F3FE 200D 2642 FE0F,🙅🏾‍♂️,man gesturing NO: medium-dark skin tone
1F645 1F3FE 200D 2642,🙅🏾‍♂,man gesturing NO: medium-dark skin tone
1F645 1F3FF 200D 2642 FE0F,🙅🏿‍♂️,man gesturing NO: dark skin tone
1F645 1F3FF 200D 2642,🙅🏿‍♂,man gesturing NO: dark skin tone
1F645 200D 2640 FE0F,🙅‍♀️,woman gesturing NO
1F645 200D 2640,🙅‍♀,woman gesturing NO
1F645 1F3FB 200D 2640 FE0F,🙅🏻‍♀️,woman gesturing NO: light skin tone
1F645 1F3FB 200D 2640,🙅🏻‍♀,woman gesturing NO: light skin tone
1F645 1F3FC 200D 2640 FE0F,🙅🏼‍♀️,woman gesturing NO: medium-light skin tone
1F645 1F3FC 200D 2640,🙅🏼‍♀,woman gesturing NO: medium-light skin tone
1F645 1F3FD 200D 2640 FE0F,🙅🏽‍♀️,woman gesturing NO: medium skin tone
1F645 1F3FD 200D 2640,🙅🏽‍♀,woman gesturing NO: medium skin tone
1F645 1F3FE 200D 2640 FE0F,🙅🏾‍♀️,woman gesturing NO: medium-dark skin tone
1F645 1F3FE 200D 2640,🙅🏾‍♀,woman gesturing NO: medium-dark skin tone
1F645 1F3FF 200D 2640 FE0F,🙅🏿‍♀️,woman gesturing NO: dark skin tone
1F645 1F3FF 200D 2640,🙅🏿‍♀,woman gesturing NO: dark skin tone
1F646,🙆,person gesturing OK
1F646 1F3FB,🙆🏻,person gesturing OK: light skin tone
1F646 1F3FC,🙆🏼,person gesturing OK: medium-light skin tone
1F646 1F3FD,🙆🏽,person gesturing OK: medium skin tone
1F646 1F3FE,🙆🏾,person gesturing OK: medium-dark skin tone
1F646 1F3FF,🙆🏿,person gesturing OK: dark skin tone
1F646 200D 2642 FE0F,🙆‍♂️,man gesturing OK
1F646 200D 2642,🙆‍♂,man gesturing OK
1F646 1F3FB 200D 2642 FE0F,🙆🏻‍♂️,man gesturing OK: light skin tone
1F646 1F3FB 200D 2642,🙆🏻‍♂,man gesturing OK: light skin tone
1F646 1F3FC 200D 2642 FE0F,🙆🏼‍♂️,man gesturing OK: medium-light skin tone
1F646 1F3FC 200D 2642,🙆🏼‍♂,man gesturing OK: medium-light skin tone
1F646 1F3FD 200D 2642 FE0F,🙆🏽‍♂️,man gesturing OK: medium skin tone
1F646 1F3FD 200D 2642,🙆🏽‍♂,man gesturing OK: medium skin tone
1F646 1F3FE 200D 2642 FE0F,🙆🏾‍♂️,man gesturing OK: medium-dark skin tone
1F646 1F3FE 200D 2642,🙆🏾‍♂,man gesturing OK: medium-dark skin tone
1F646 1F3FF 200D 2642 FE0F,🙆🏿‍♂️,man gesturing OK: dark skin tone
1F646 1F3FF 200D 2642,🙆🏿‍♂,man gesturing OK: dark skin tone
1F646 200D 2640 FE0F,🙆‍♀️,woman gesturing OK
1F646 200D 2640,🙆‍♀,woman gesturing OK
1F646 1F3FB 200D 2640 FE0F,🙆🏻‍♀️,woman gesturing OK: light skin tone
1F646 1F3FB 200D 2640,🙆🏻‍♀,woman gesturing OK: light skin tone
1F646 1F3FC 200D 2640 FE0F,🙆🏼‍♀️,woman gesturing OK: medium-light skin tone
1F646 1F3FC 200D 2640,🙆🏼‍♀,woman gesturing OK: medium-light skin tone
1F646 1F3FD 200D 2640 FE0F,🙆🏽‍♀️,woman gesturing OK: medium skin tone
1F646 1F3FD 200D 2640,🙆🏽‍♀,woman gesturing OK: medium skin tone
1F646 1F3FE 200D 2640 FE0F,🙆🏾‍♀️,woman gesturing OK: medium-dark skin tone
1F646 1F3FE 200D 2640,🙆🏾‍♀,woman gesturing OK: medium-dark skin tone
1F646 1F3FF 200D 2640 FE0F,🙆🏿‍♀️,woman gesturing OK: dark skin tone
1F646 1F3FF 200D 2640,🙆🏿‍♀,woman gesturing OK: dark skin tone
1F481,💁,person tipping hand
1F481 1F3FB,💁🏻,person tipping hand: light skin tone
1F481 1F3FC,💁🏼,person tipping hand: medium-light skin tone
1F481 1F3FD,💁🏽,person tipping hand: medium skin tone
1F481 1F3FE,💁🏾,person tipping hand: medium-dark skin tone
1F481 1F3FF,💁🏿,person tipping hand: dark skin tone
1F481 200D 2642 FE0F,💁‍♂️,man tipping hand
1F481 200D 2642,💁‍♂,man tipping hand
1F481 1F3FB 200D 2642 FE0F,💁🏻‍♂️,man tipping hand: light skin tone
1F481 1F3FB 200D 2642,💁🏻‍♂,man tipping hand: light skin tone
1F481 1F3FC 200D 2642 FE0F,💁🏼‍♂️,man tipping hand: medium-light skin tone
1F481 1F3FC 200D 2642,💁🏼‍♂,man tipping hand: medium-light skin tone
1F481 1F3FD 200D 2642 FE0F,💁🏽‍♂️,man tipping hand: medium skin tone
1F481 1F3FD 200D 2642,💁🏽‍♂,man tipping hand: medium skin tone
1F481 1F3FE 200D 2642 FE0F,💁🏾‍♂️,man tipping hand: medium-dark skin tone
1F481 1F3FE 200D 2642,💁🏾‍♂,man tipping hand: medium-dark skin tone
1F481 1F3FF 200D 2642 FE0F,💁🏿‍♂️,man tipping hand: dark skin tone
1F481 1F3FF 200D 2642,💁🏿‍♂,man tipping hand: dark skin tone
1F481 200D 2640 FE0F,💁‍♀️,woman tipping hand
1F481 200D 2640,💁‍♀,woman tipping hand
1F481 1F3FB 200D 2640 FE0F,💁🏻‍♀️,woman tipping hand: light skin tone
1F481 1F3FB 200D 2640,💁🏻‍♀,woman tipping hand: light skin tone
1F481 1F3FC 200D 2640 FE0F,💁🏼‍♀️,woman tipping hand: medium-light skin tone
1F481 1F3FC 200D 2640,💁🏼‍♀,woman tipping hand: medium-light skin tone
1F481 1F3FD 200D 2640 FE0F,💁🏽‍♀️,woman tipping hand: medium skin tone
1F481 1F3FD 200D 2640,💁🏽‍♀,woman tipping hand: medium skin tone
1F481 1F3FE 200D 2640 FE0F,💁🏾‍♀️,woman tipping hand: medium-dark skin tone
1F481 1F3FE 200D 2640,💁🏾‍♀,woman tipping hand: medium-dark skin tone
